original_address,lat,lon,formatted,name,housenumber,suburb,street,county,postcode,district,city,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
"4310 17TH ST, SAN FRANCISCO, CA 94114",37.76229635,-122.44080888986693,"4310 17th Street, San Francisco, CA 94114, United States of America",,4310,,17th Street,,94114,Castro District,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1219 STANYAN ST, SAN FRANCISCO, CA 94117",37.7616214,-122.452193,"1219 Stanyan Street, San Francisco, CA 94117, United States of America",,1219,,Stanyan Street,,94117,Cole Valley,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"135 CORWIN ST, SAN FRANCISCO, CA 94114",37.75756305,-122.4407408793963,"135 Corwin Street, San Francisco, CA 94114, United States of America",,135,,Corwin Street,,94114,Castro District,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3310 MARKET ST, SAN FRANCISCO, CA 94114",37.75810275,-122.44440431766458,"3310 Market Street, San Francisco, CA 94114, United States of America",,3310,,Market Street,,94114,,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"387 MONTEREY BLVD, SAN FRANCISCO, CA 94131",37.73143771428572,-122.44372228571429,"387 Monterey Boulevard, San Francisco, CA 94131, United States of America",,387,,Monterey Boulevard,,94131,,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"62 SHOTWELL ST, SAN FRANCISCO, CA 94103",37.767495749999995,-122.416714875,"62 Shotwell Street, San Francisco, CA 94103, United States of America",,62,,Shotwell Street,,94103,Mission District,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"266 DOLORES ST, SAN FRANCISCO, CA 94103",37.7652245,-122.426252,"266 Dolores Street, San Francisco, CA 94103, United States of America",,266,,Dolores Street,,94103,Duboce Triangle,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"537 DOLORES ST, SAN FRANCISCO, CA 94110",37.760819346938774,-122.42582244897959,"537 Dolores Street, San Francisco, CA 94110, United States of America",,537,,Dolores Street,,94110,Duboce Triangle,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3557 20TH ST, SAN FRANCISCO, CA 94110",37.75847894736842,-122.42023157894737,"3557 20th Street, San Francisco, CA 94110, United States of America",,3557,,20th Street,,94110,Mission District,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2916 22ND ST, SAN FRANCISCO, CA 94110",37.75589,-122.412623,"2916 22nd Street, San Francisco, CA 94110, United States of America",,2916,,22nd Street,,94110,Mission District,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"971 CHURCH ST, SAN FRANCISCO, CA 94114",37.75534508333333,-122.4276755,"971 Church Street, San Francisco, CA 94114, United States of America",,971,,Church Street,,94114,Noe Valley,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3220 23RD ST, SAN FRANCISCO, CA 94110",37.754021,-122.41690225,"3220 23rd Street, San Francisco, CA 94110, United States of America",,3220,,23rd Street,,94110,Mission District,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1041 LEAVENWORTH ST, SAN FRANCISCO, CA 94109",37.790749700000006,-122.41589999415672,"1041 Leavenworth Street, San Francisco, CA 94109, United States of America",,1041,,Leavenworth Street,,94109,Lower Nob Hill,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"955 PINE ST, SAN FRANCISCO, CA 94108",37.79052335,-122.41147606816168,"955 Pine Street, San Francisco, CA 94108, United States of America",,955,,Pine Street,,94108,Lower Nob Hill,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2617 LAGUNA ST, SAN FRANCISCO, CA 94123",37.79546005,-122.43038975,"2617 Laguna Street, San Francisco, CA 94123, United States of America",,2617,,Laguna Street,,94123,Japantown,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"55 POLK ST, SAN FRANCISCO, CA 94102",37.7771386,-122.41822991602339,"55 Polk Street, San Francisco, CA 94102, United States of America",,55,,Polk Street,,94102,Civic Center,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"433 LINDEN ST, SAN FRANCISCO, CA 94102",37.776049489795916,-122.4251006122449,"433 Linden Street, San Francisco, CA 94102, United States of America",,433,,Linden Street,,94102,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"391 HAIGHT ST, SAN FRANCISCO, CA 94102",37.772267877551016,-122.42852285714285,"391 Haight Street, San Francisco, CA 94102, United States of America",,391,,Haight Street,,94102,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1521 BAKER ST, SAN FRANCISCO, CA 94115",37.78507640816326,-122.44333816326531,"1521 Baker Street, San Francisco, CA 94115, United States of America",,1521,,Baker Street,,94115,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"750 PRESIDIO AVE, SAN FRANCISCO, CA 94115",37.784697050000005,-122.44607458179425,"750 Presidio Avenue, San Francisco, CA 94115, United States of America",,750,,Presidio Avenue,,94115,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1133 FELL ST, SAN FRANCISCO, CA 94117",37.77412081632653,-122.43650769387754,"1133 Fell Street, San Francisco, CA 94117, United States of America",,1133,,Fell Street,,94117,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"400 SHRADER ST, SAN FRANCISCO, CA 94117",37.7710693,-122.4520796,"400 Shrader Street, San Francisco, CA 94117, United States of America",,400,,Shrader Street,,94117,Cole Valley,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3151 CALIFORNIA ST, SAN FRANCISCO, CA 94115",37.787267102040815,-122.44609206122449,"3151 California Street, San Francisco, CA 94115, United States of America",,3151,,California Street,,94115,Lower Pacific Heights,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"78 PARKER AVE, SAN FRANCISCO, CA 94118",37.78464085,-122.45437542723441,"78 Parker Avenue, San Francisco, CA 94118, United States of America",,78,,Parker Avenue,,94118,Jordan Park,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3047 PINE ST, SAN FRANCISCO, CA 94115",37.78631428571428,-122.44585897959183,"3047 Pine Street, San Francisco, CA 94115, United States of America",,3047,,Pine Street,,94115,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2548 SUTTER ST, SAN FRANCISCO, CA 94115",37.785014734693874,-122.44236283673469,"2548 Sutter Street, San Francisco, CA 94115, United States of America",,2548,,Sutter Street,,94115,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"916 ANZA ST, SAN FRANCISCO, CA 94118",37.77983755555556,-122.45635955555555,"916 Anza Street, San Francisco, CA 94118, United States of America",,916,,Anza Street,,94118,Jordan Park,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"123 BEAUMONT AVE, SAN FRANCISCO, CA 94118",37.77955345833333,-122.45480983333333,"123 Beaumont Avenue, San Francisco, CA 94118, United States of America",,123,,Beaumont Avenue,,94118,Jordan Park,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2772 GOLDEN GATE AVE, SAN FRANCISCO, CA 94118",37.77696824489796,-122.4562593877551,"2772 Golden Gate Avenue, San Francisco, CA 94118, United States of America",,2772,,Golden Gate Avenue,,94118,,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2760 GOLDEN GATE AVE, SAN FRANCISCO, CA 94118",37.77698820408163,-122.45609848979592,"2760 Golden Gate Avenue, San Francisco, CA 94118, United States of America",,2760,,Golden Gate Avenue,,94118,,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1912 MCALLISTER ST, SAN FRANCISCO, CA 94115",37.7773267,-122.44370449683059,"1912 McAllister Street, San Francisco, CA 94117, United States of America",,1912,,McAllister Street,,94117,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"633 LYON ST, SAN FRANCISCO, CA 94117",37.77652797959184,-122.44329785714285,"633 Lyon Street, San Francisco, CA 94117, United States of America",,633,,Lyon Street,,94117,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1596 FULTON ST, SAN FRANCISCO, CA 94117",37.77633046938776,-122.44296771428571,"1596 Fulton Street, San Francisco, CA 94117, United States of America",,1596,,Fulton Street,,94117,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"802 DIVISADERO ST, SAN FRANCISCO, CA 94117",37.77700644897959,-122.43805402040816,"802 Divisadero Street, San Francisco, CA 94117, United States of America",,802,,Divisadero Street,,94117,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1677 MCALLISTER ST, SAN FRANCISCO, CA 94115",37.7775564784872,-122.4396011657495,"1677 McAllister Street, San Francisco, CA 94115, United States of America",,1677,,McAllister Street,,94115,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1598 HAYES ST, SAN FRANCISCO, CA 94117",37.77446,-122.442618,"1598 Hayes Street, San Francisco, CA 94117, United States of America",,1598,,Hayes Street,,94117,North of Panhandle,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1428 HAYES ST, SAN FRANCISCO, CA 94117",37.77479014285714,-122.440018,"1428 Hayes Street, San Francisco, CA 94117, United States of America",,1428,,Hayes Street,,94117,North of Panhandle,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"154 COLE ST, SAN FRANCISCO, CA 94117",37.77376034693878,-122.45095885714287,"154 Cole Street, San Francisco, CA 94117, United States of America",,154,,Cole Street,,94117,Haight-Ashbury,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1932 FELL ST, SAN FRANCISCO, CA 94117",37.77273125,-122.44985213265264,"1932 Fell Street, San Francisco, CA 94117, United States of America",,1932,,Fell Street,,94117,Haight-Ashbury,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1148 MASONIC AVE, SAN FRANCISCO, CA 94117",37.7705276,-122.445222,"1148 Masonic Avenue, San Francisco, CA 94117, United States of America",,1148,,Masonic Avenue,,94117,Haight-Ashbury,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"635 ASHBURY ST, SAN FRANCISCO, CA 94117",37.7694586,-122.44711716070381,"635 Ashbury Street, San Francisco, CA 94117, United States of America",,635,,Ashbury Street,,94117,Haight-Ashbury,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1466 WALLER ST, SAN FRANCISCO, CA 94117",37.7690515,-122.4478267,"1466 Waller Street, San Francisco, CA 94117, United States of America",,1466,,Waller Street,,94117,Haight-Ashbury,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"636 COLE ST, SAN FRANCISCO, CA 94117",37.769037,-122.4504486,"636 Cole Street, San Francisco, CA 94117, United States of America",,636,,Cole Street,,94117,Cole Valley,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1034 COLE ST, SAN FRANCISCO, CA 94117",37.7644141,-122.4495599,"1034 Cole Street, San Francisco, CA 94117, United States of America",,1034,,Cole Street,,94117,Cole Valley,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5000 CALIFORNIA ST, SAN FRANCISCO, CA 94118",37.784599,-122.471142,"5000 California Street, San Francisco, CA 94118, United States of America",,5000,,California Street,,94118,Richmond District,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"251 27TH AVE, SAN FRANCISCO, CA 94121",37.784696000000004,-122.48732130612245,"251 27th Avenue, San Francisco, CA 94121, United States of America",,251,,27th Avenue,,94121,Seacliff,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"310 30TH AVE, SAN FRANCISCO, CA 94121",37.78335589795918,-122.4902401632653,"310 30th Avenue, San Francisco, CA 94121, United States of America",,310,,30th Avenue,,94121,Seacliff,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"375 31ST AVE, SAN FRANCISCO, CA 94121",37.78224048979592,-122.49144114285714,"375 31st Avenue, San Francisco, CA 94121, United States of America",,375,,31st Avenue,,94121,Seacliff,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"318 25TH AVE, SAN FRANCISCO, CA 94121",37.783480999999995,-122.48469865851376,"318 25th Avenue, San Francisco, CA 94121, United States of America",,318,,25th Avenue,,94121,Seacliff,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"337 7TH AVE, SAN FRANCISCO, CA 94118",37.78217267346939,-122.4655443877551,"337 7th Avenue, San Francisco, CA 94118, United States of America",,337,,7th Avenue,,94118,Presidio Terrace,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"446 31ST AVE, SAN FRANCISCO, CA 94121",37.7808373,-122.49099435947174,"446 31st Avenue, San Francisco, CA 94121, United States of America",,446,,31st Avenue,,94121,Seacliff,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"509 32ND AVE, SAN FRANCISCO, CA 94121",37.77941873469388,-122.4923126122449,"509 32nd Avenue, San Francisco, CA 94121, United States of America",,509,,32nd Avenue,,94121,,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"248 CABRILLO ST, SAN FRANCISCO, CA 94118",37.775562944444445,-122.46143677777778,"248 Cabrillo Street, San Francisco, CA 94118, United States of America",,248,,Cabrillo Street,,94118,,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1340 16TH AVE, SAN FRANCISCO, CA 94122",37.76294032653061,-122.47375610204081,"1340 16th Avenue, San Francisco, CA 94122, United States of America",,1340,,16th Avenue,,94122,Inner Sunset,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1541 IRVING ST, SAN FRANCISCO, CA 94122",37.763600530612244,-122.4743736122449,"1541 Irving Street, San Francisco, CA 94122, United States of America",,1541,,Irving Street,,94122,Inner Sunset,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1494 33RD AVE, SAN FRANCISCO, CA 94122",37.75936424489796,-122.49177661224489,"1494 33rd Avenue, San Francisco, CA 94122, United States of America",,1494,,33rd Avenue,,94122,Sunset District,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1406 25TH AVE, SAN FRANCISCO, CA 94122",37.761198755102036,-122.48330402040817,"1406 25th Avenue, San Francisco, CA 94122, United States of America",,1406,,25th Avenue,,94122,,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1414 17TH AVE, SAN FRANCISCO, CA 94122",37.761398142857146,-122.47472328571429,"1414 17th Avenue, San Francisco, CA 94122, United States of America",,1414,,17th Avenue,,94122,Inner Sunset,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2062 19TH AVE, SAN FRANCISCO, CA 94116",37.749367899999996,-122.4758103467882,"2062 19th Avenue, San Francisco, CA 94116, United States of America",,2062,,19th Avenue,,94116,,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3131 VICENTE ST, SAN FRANCISCO, CA 94116",37.7380381,-122.5006906,"3131 Vicente Street, San Francisco, CA 94116, United States of America",,3131,,Vicente Street,,94116,,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"100 VAN NESS AVE, SAN FRANCISCO, CA 94102",37.776641850000004,-122.41918200395409,"100 Van Ness Avenue, San Francisco, CA 94102, United States of America",,100,,Van Ness Avenue,,94102,Hayes Valley,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1376 CHURCH ST, SAN FRANCISCO, CA 94114",37.7488595,-122.4273323,"1376 Church Street, San Francisco, CA 94114, United States of America",,1376,,Church Street,,94114,Noe Valley,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5508 MISSION ST, SAN FRANCISCO, CA 94112",37.712526350000005,-122.44521826764309,"5508 Mission Street, San Francisco, CA 94112, United States of America",,5508,,Mission Street,,94112,Ocean View,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2213 BRYANT ST, SAN FRANCISCO, CA 94110",37.75891429142573,-122.40962135200547,"2213 Bryant Street, San Francisco, CA 94110, United States of America",,2213,,Bryant Street,,94110,,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
